idx,prompt,ground_truth,predicted,model_response,question_type,correct
100,"Please solve the following problem and only output the answer at the end with ""The answer is: "".If James decides to purchase a living room set consisting of a couch worth $2500, a sectional worth $3500, and other items with a combined cost of $2000, and he receives a 10% discount on the total purchase, what is the amount he paid?",7200,",",",",word_problem,False
101,"Please solve the following problem and only output the answer at the end with ""The answer is: "".Tiffany is going to the beach and wants to make sure she has enough sunscreen. She knows she needs to re-apply sunscreen after 2 hours. She also knows she needs 3 ounces of sunscreen each application and a bottle contain 12 ounces and costs x. If she is there for 16 hours, The sunscreen will cost 7.",3.5,",",",",word_problem,False
102,"Please solve the following problem and only output the answer at the end with ""The answer is: "".Count the total number of x-axis crossings for the curve defined by the equation $y = (x-5)(x+2)(x+3)$.",3,",",",",word_problem,False
103,"Please solve the following problem and only output the answer at the end with ""The answer is: "".Milly and Floretta are having a water balloon fight in their garden. They use x packs of their own water balloons and also use 2 packs of a neighbor’s water balloons. Each pack of water balloons contains 6 balloons. Milly and Floretta fill all of the balloons then split them evenly, but Milly takes an extra 7 balloons when Floretta isn't looking. How many water balloons is Floretta left with?
If we know the answer to the above question is 8, what is the value of unknown variable x?",3,",",",",word_problem,False
104,"Please solve the following problem and only output the answer at the end with ""The answer is: "".If $f(x) = (x-2)(x+2)(x^2+4)$ and $g(x) = x^2 - 16$, find the value of $f(0) + g(0)$.",-32,",",",",equation,False
105,"Please solve the following problem and only output the answer at the end with ""The answer is: "".Determine the number of ways to arrange the letters of the word ALABAMA.",210,",",",",word_problem,False
106,"Please solve the following problem and only output the answer at the end with ""The answer is: "".Let $S$ be the set of all nonzero real numbers.  The function $f : S \to S$ satisfies the following two properties:

(i) First,
\[f \left( \frac{1}{x} \right) = xf(x)\]for all $x \in S.$

(ii) Second,
\[f \left( \frac{1}{x} \right) +  f \left( \frac{1}{y} \right) = 1 + f \left( \frac{1}{x + y} \right)\]for all $x \in S$ and $y \in S$ such that $x + y \in S.$

Let $n$ be the number of possible values of $f(1),$ and let $s$ be the sum of all possible values of $f(1).$  Find $n \times s.$",2,",",",",equation,False
107,"Please solve the following problem and only output the answer at the end with ""The answer is: "".If a roll of 25 m wire weighs 5 kg, what is the weight of a 75 m roll?",15,",",",",word_problem,False
108,"Please solve the following problem and only output the answer at the end with ""The answer is: "".If a train has a certain number of passenger cars and a number of cargo cars equal to half the number of passenger cars plus three, and the total number of cars, including the engine and caboose, is 71, how many passenger cars are there in the train?",44,",",",",word_problem,False
109,"Please solve the following problem and only output the answer at the end with ""The answer is: "".What is the least positive multiple of X for which the product of its digits is also a positive multiple of 25?
If we know the answer to the above question is 525, what is the value of unknown variable X?",25,",",",",word_problem,False
110,"Please solve the following problem and only output the answer at the end with ""The answer is: "".In an isosceles triangle, one of the angles opposite an equal side measures $40^{\circ}$. What is the measure, in degrees, of the largest angle in the triangle?",100,",",",",word_problem,False
111,"Please solve the following problem and only output the answer at the end with ""The answer is: "".Let $T = \{2^0,2^1,2^2,\ldots,2^{10}, 2^{11}\}$. Consider all possible positive differences of pairs of elements of $T$. Let $M$ be the sum of all of these differences. Find $M.$",32768 + 16398,",",",",equation,False
112,"Please solve the following problem and only output the answer at the end with ""The answer is: "".Evaluate the sum of the series: $$\frac{1}{2} + \left(\frac{3}{2}-\frac{2}{3}\right)\frac{1}{2} + \left(\frac{3}{2}-\frac{2}{3}\right)^2\frac{1}{2} + \left(\frac{3}{2}-\frac{2}{3}\right)^3\frac{1}{2} + \dots$$",-13,",",",",equation,False
113,"Please solve the following problem and only output the answer at the end with ""The answer is: "".Given the matrix $M = \begin{pmatrix} a & 1 & x & y \\ a & 1 & x + y & y \\ a & 1 & x & x + y \\ a & 1 & b & b \\ \end{pmatrix}$, find the determinant of $M$ and then evaluate $2 \times \text{det}(M)$.",2axy,",",",",equation,False
114,"Please solve the following problem and only output the answer at the end with ""The answer is: "".Janet, a third grade teacher, is collecting the sack lunch order from a local deli for the field trip with her class. The class consists of 35 children, 5 volunteer chaperones, and Janet herself. Additionally, she ordered three extra sack lunches as a precaution. The cost of each sack lunch is $7. What is the total cost of all the lunches?",308,",",",",word_problem,False
115,"Please solve the following problem and only output the answer at the end with ""The answer is: "".A game involves rolling a fair six-sided die and selecting a number from a bag containing numbers from 1 to 150. You win if the number you roll on the die multiplied by the number you select from the bag is not a perfect power. What is the probability that you win? Express your answer as a common fraction.",\frac{133}{150},",",",",word_problem,False
116,"Please solve the following problem and only output the answer at the end with ""The answer is: "".If Hunter initially saw 5 frogs sitting on lily pads in the pond, and then 3 more frogs climbed out of the water onto logs, followed by 2 dozen baby frogs hopping onto a big rock, what is the total number of frogs that Hunter saw in the pond?",32,",",",",word_problem,False
117,"Please solve the following problem and only output the answer at the end with ""The answer is: "".Ursula went shopping and bought butter, bread, cheese, and tea. The price of the bread was half of the price of the butter, and the price of the butter was 80% of the price of the cheese. The tea was the most expensive item and cost twice the price of the cheese. If the tea cost $10, what was the total amount Ursula paid for her purchases?",21,",",",",word_problem,False
118,"Please solve the following problem and only output the answer at the end with ""The answer is: "".The infinite sequence $S=\{s_1,s_2,s_3,\ldots\}$ is defined by $s_1=7$ and $s_n=7^{s_{n-1}}$ for each integer $n>1$. What is the remainder when $s_{100}$ is divided by $5$?",3,",",",",equation,False
119,"Please solve the following problem and only output the answer at the end with ""The answer is: "".The list $$36, 72, -12, 114, 96$$ has four positive integers that are divisors of each number. What is the sum of these four positive integers?",12,",",",",equation,False
120,"Please solve the following problem and only output the answer at the end with ""The answer is: "".If Jeremy listened to nine songs yesterday and five fewer songs than today, what is the total number of songs Jeremy listened to in two days?",23,",",",",word_problem,False
121,"Please solve the following problem and only output the answer at the end with ""The answer is: "".Calculate the sum $f(2,1) + f(2,4) + f(3,-1)$ where $f(a,b)$ is defined as
\[f(a,b) = \left\{
\renewcommand{\arraystretch}{3}
\begin{array}{cl}
\dfrac{ab - a + 2}{2a} & \text{if $a + b \le 3$}, \\
\dfrac{ab - b - 2}{-2b} & \text{if $a + b > 3$}.
\end{array}
\renewcommand{\arraystretch}{1}
\right.\]",-\frac{1}{12},",",",",equation,False
